anio,id_ubicacion_anual,x_utm,y_utm,n_registros,ids,tipos,calle1,calle2,anio_origen,anio_destino,distancia_siguiente_m,id_destino,x_destino,y_destino,ids_destino,tipos_destino,calle1_destino,calle2_destino,rango_distancia
2019,2019_477587_2149411,477587.1109403335,2149411.468207614,1,JFCF023,radar fijo,Eje 2 Norte Manuel González,y Eje Central Lázaro Cárdenas,2019,2020,0,2020_477587_2149411,477587.1109403335,2149411.468207614,JFCF023,radar fijo,Eje 2 Norte Manuel González,y Eje Central Lázaro Cárdenas,≤10 m
2019,2019_478706_2138811,478706.3346307974,2138811.0095976684,1,JVEF011,radar fijo,AUN /  Calle 16,y Av. San Antonio,2019,2020,0,2020_478706_2138811,478706.3346307974,2138811.0095976684,JVEF011,radar fijo,AUN /  Calle 16,y Av. San Antonio,≤10 m
2019,2019_478913_2139601,478912.8221599009,2139601.0168050798,1,JVEF012,radar fijo,AUN / Av. Río Becerra ,y 11 de Abril,2019,2020,0,2020_478913_2139601,478912.8221599009,2139601.0168050798,JVEF012,radar fijo,AUN / Av. Río Becerra ,y 11 de Abril,≤10 m
2019,2019_479599_2155022,479598.8304460184,2155022.343298866,1,RVEF014,radar fijo,Viaducto Río de la Piedad,y 1ro de Mayo,2019,2020,0,2020_479599_2155022,479598.8304460184,2155022.343298866,RVEF014,radar fijo,Viaducto Río de la Piedad,y 1ro de Mayo,≤10 m
2019,2019_479642_2140608,479642.1121701955,2140607.6775308824,1,JVEF014,radar fijo,AUN / Av. Ejército Nacional,y Miguel de Cervantes Saavedra,2019,2020,0,2020_479642_2140608,479642.1121701955,2140607.6775308824,JVEF014,radar fijo,AUN / Av. Ejército Nacional,y Miguel de Cervantes Saavedra,≤10 m
2019,2019_479655_2149316,479655.1573653959,2149316.179939744,1,RVEM010,radar móvil,Entre Lago Victoria y ,Moliere,2019,2020,368.72905595593517,2020_479287_2149337,479287.0396629301,2149337.404308697,RVEM007,radar móvil,Av. Ejercito Nacional Mexicano Y ,Anatole France Direccion Poniete,>100 m
2019,2019_479658_2149316,479657.86773849995,2149316.1768888286,1,RVEM009,radar móvil,Entre Arquimides y ,Lago Victoria,2019,2020,371.43514236686616,2020_479287_2149337,479287.0396629301,2149337.404308697,RVEM007,radar móvil,Av. Ejercito Nacional Mexicano Y ,Anatole France Direccion Poniete,>100 m
2019,2019_479708_2140605,479708.1162554607,2140605.4127016896,1,JVEF013,radar fijo,AUN / Gobernador José Ceballos,y Av. Constituyentes,2019,2020,0,2020_479708_2140605,479708.1162554607,2140605.4127016896,JVEF013,radar fijo,AUN / Gobernador José Ceballos,y Av. Constituyentes,≤10 m
2019,2019_479825_2138313,479824.50509907736,2138313.3219432957,1,,radar móvil,Entre Av. La Paz y ,Eje 10 Sur,2019,2020,680.9366531294573,2020_480032_2138962,480032.4562703695,2138961.7284793,RVEM008,radar móvil,Av. Revolución Y ,Calle Rafael Checa,>100 m
2019,2019_480074_2146539,480073.5547555747,2146538.866602322,1,RVEF001,radar fijo,Av. Chapultepec ,y Guaymas,2019,2020,0,2020_480074_2146539,480073.5547555747,2146538.866602322,RVEF001,radar fijo,Av. Chapultepec ,y Guaymas,≤10 m
2019,2019_480140_2141035,480140.17624916753,2141035.1306192167,1,JFCF028,radar fijo,Av. Marina Nacional,y Felipe Carrillo Puerto,2019,2020,0,2020_480140_2141035,480140.17624916753,2141035.1306192167,JFCF028,radar fijo,Av. Marina Nacional,y Felipe Carrillo Puerto,≤10 m
2019,2019_480522_2150855,480521.5908068836,2150854.5661406014,1,RVEF002,radar fijo,Fray Servando Teresa de Mier ,y Cucurpe,2019,2020,0,2020_480522_2150855,480521.5908068836,2150854.5661406014,RVEF002,radar fijo,Fray Servando Teresa de Mier ,y Cucurpe,≤10 m
2019,2019_480582_2145078,480581.88082817796,2145078.4742827923,1,,radar móvil,Entre Benjamin Franklin y ,Viaducto,2019,2020,903.3203261668046,2020_480661_2145978,480660.9939688194,2145978.3235605294,BFCF001 | BFCF002,radar fijo,José María Izazaga ,y José María Pino Suárez,>100 m
2019,2019_480661_2145978,480660.9939688194,2145978.3235605294,1,BFCF001,radar fijo,José María Izazaga ,y José María Pino Suárez,2019,2020,0,2020_480661_2145978,480660.9939688194,2145978.3235605294,BFCF001 | BFCF002,radar fijo,José María Izazaga ,y José María Pino Suárez,≤10 m
2019,2019_480852_2150425,480852.4829398144,2150425.3956408612,2,JFCF027 | JFCF035,radar fijo,Av. Ejército Nacional Mexicano ,y Anillo Periférico Boulevard Manuel Ávila Camacho,2019,2020,0,2020_480852_2150425,480852.4829398144,2150425.3956408612,JFCF027 | JFCF035,radar fijo,Av. Ejército Nacional Mexicano ,y Anillo Periférico Boulevard Manuel Ávila Camacho,≤10 m
2019,2019_481022_2139189,481021.8847857099,2139189.386674418,1,JFCF024,radar fijo,Eje 3 Oriente Ing. Eduardo Molina,y Eje 5 Norte San Juan de Aragón,2019,2020,0,2020_481022_2139189,481021.8847857099,2139189.386674418,JFCF024,radar fijo,Eje 3 Oriente Ing. Eduardo Molina,y Eje 5 Norte San Juan de Aragón,≤10 m
2019,2019_481081_2139219,481080.8376463651,2139218.869400922,2,BFBF008 | BFCF007,radar fijo,Insurgentes Buenavista,y Eje 1 Norte,2019,2020,0,2020_481081_2139219,481080.8376463651,2139218.869400922,BFBF008 | BFCF007 | BFCF021,radar fijo,Insurgentes Buenavista,y Eje 1 Norte,≤10 m
2019,2019_481586_2147707,481586.4658871726,2147706.6487749,1,VVEF032,radar fijo,Calz. Vallejo ,y Calle Pino Suárez,2019,2020,0,2020_481586_2147707,481586.4658871726,2147706.6487749,VVEF032,radar fijo,Calz. Vallejo ,y Calle Pino Suárez,≤10 m
2019,2019_481657_2148412,481657.30843529844,2148411.6606288855,1,JFCF018,radar fijo,Calz. Gral. Ignacio Zaragoza,y Circuito Bicentenario Boulevard Puerto Aéreo,2019,2020,0,2020_481657_2148412,481657.30843529844,2148411.6606288855,JFCF018,radar fijo,Calz. Gral. Ignacio Zaragoza,y Circuito Bicentenario Boulevard Puerto Aéreo,≤10 m
2019,2019_481740_2147456,481740.3255781062,2147456.3054555757,1,BFCF026,radar fijo,Chapultepec - Sonora ,y Lieja,2019,2020,0,2020_481740_2147456,481740.3255781062,2147456.3054555757,BFCF026,radar fijo,Chapultepec - Sonora ,y Lieja,≤10 m
2019,2019_482028_2139063,482028.04922992,2139063.2010297747,1,,radar móvil,Entre Av. Melchor Ocampo y ,Calle Cerro del Sombrero,2019,2020,72.1378123635133,2020_482100_2139072,482099.5930145589,2139072.4395822664,,radar móvil,Miguel Angel De Quevedo Y ,Calle Delta,50–100 m
2019,2019_482311_2145751,482310.91463193175,2145750.6735386592,1,RVEM004,radar móvil,Entre Av. Insurgentes y ,Circuito Bicentenario,2019,2020,802.1613544045478,2020_481509_2145758,481508.7829218684,2145757.569784808,RVEM010,radar móvil,Eje 3 Sur Av. Baja California Y,Choapan Direccion Poniente,>100 m
2019,2019_482853_2148317,482853.2358566447,2148316.7347182822,1,RVEM001,radar móvil,Entre Calle Niza y ,Glorieta de Colón,2019,2020,910.971342465143,2020_483662_2147898,483662.2313940677,2147897.9328471995,RVEF017,radar fijo,Eje 5 Av. Montevideo,y Nte. 31-A,>100 m
2019,2019_483065_2153183,483064.588648671,2153182.8054559506,1,,radar móvil,Entre Av. Ceylan y ,Mariano Escobedo,2019,2020,268.0229095965701,2020_483325_2153247,483324.71583814407,2153247.3819637955,VVEF031,radar fijo,Calz. Vallejo,y Cuauhtémoc,>100 m
2019,2019_483134_2157480,483133.6831731268,2157479.8608000493,1,RVEF023,radar fijo,Eje 2 Nte. Manuel González,y Calle General Ignacio Zaragoza,2019,2020,0,2020_483134_2157480,483133.6831731268,2157479.8608000493,RVEF023,radar fijo,Eje 2 Nte. Manuel González,y Calle General Ignacio Zaragoza,≤10 m
2019,2019_483252_2150323,483252.4215946765,2150322.9801209937,1,VVEF001,radar fijo,Av.608,y Av. 508,2019,2020,0,2020_483252_2150323,483252.4215946765,2150322.9801209937,VVEF001,radar fijo,Av.608,y Av. 508,≤10 m
2019,2019_483325_2153247,483324.71583814407,2153247.3819637955,1,VVEF031,radar fijo,Calz. Vallejo,y Cuauhtémoc,2019,2020,0,2020_483325_2153247,483324.71583814407,2153247.3819637955,VVEF031,radar fijo,Calz. Vallejo,y Cuauhtémoc,≤10 m
2019,2019_483640_2149497,483640.32228621293,2149496.6976488843,1,,radar móvil,Entre Circuito Bicentenario y,Av. Insurgentes,2019,2020,68.25148093528688,2020_483656_2149563,483656.16782172455,2149563.084271439,,radar móvil,Ribera De San Cosme Y ,Puente De Alvarado Sentido Oriente,50–100 m
2019,2019_483662_2147898,483662.2313940677,2147897.9328471995,1,RVEF017,radar fijo,Eje 5 Av. Montevideo,y Nte. 31-A,2019,2020,0,2020_483662_2147898,483662.2313940677,2147897.9328471995,RVEF017,radar fijo,Eje 5 Av. Montevideo,y Nte. 31-A,≤10 m
2019,2019_483821_2155627,483821.04178553325,2155627.4547851873,1,RVEM006,radar móvil,Entre Eje 5 Norte y,Eje 4 Norte,2019,2020,421.2435854807315,2020_484232_2155535,484231.93223760696,2155534.636712037,RVEF008,radar fijo,Eje 1 Nte. José Antonio Álzate ,y Naranjo,>100 m
2019,2019_483828_2155634,483827.95685656246,2155634.3047092753,1,,radar móvil,Entre Eje Central y ,Calle Chosica,2019,2020,416.0887142948305,2020_484232_2155535,484231.93223760696,2155534.636712037,RVEF008,radar fijo,Eje 1 Nte. José Antonio Álzate ,y Naranjo,>100 m
2019,2019_484080_2157090,484079.96506656124,2157090.1927551692,1,VVEF003,radar fijo,Anillo Periférico Canal de Garay,y Lebrija,2019,2020,0,2020_484080_2157090,484079.96506656124,2157090.1927551692,VVEF003,radar fijo,Anillo Periférico Canal de Garay,y Lebrija,≤10 m
2019,2019_484232_2155535,484231.93223760696,2155534.636712037,1,RVEF008,radar fijo,Eje 1 Nte. José Antonio Álzate ,y Naranjo,2019,2020,0,2020_484232_2155535,484231.93223760696,2155534.636712037,RVEF008,radar fijo,Eje 1 Nte. José Antonio Álzate ,y Naranjo,≤10 m
2019,2019_484311_2145854,484311.3241975992,2145853.5162685877,2,BCFC003 | BFCF017,radar fijo,Eje 3 Sur (Dr. Morones Prieto) ,y Dr. José Ma. Vértiz,2019,2020,0,2020_484311_2145854,484311.3241975992,2145853.5162685877,BCFC003 | BFCF017 | BFCF018,radar fijo,Eje 3 Sur (Dr. Morones Prieto) ,y Dr. José Ma. Vértiz,≤10 m
2019,2019_484336_2149297,484335.96790705126,2149296.5177482115,1,,radar móvil,Entre Av. Guerrero y ,Av. Insurgentes,2019,2020,730.1957732798372,2020_483656_2149563,483656.16782172455,2149563.084271439,,radar móvil,Ribera De San Cosme Y ,Puente De Alvarado Sentido Oriente,>100 m
